idx	source	text
258	gemini	उंदीर मामाने ती टोपी डोक्यावर घातली. आणि एक ढोलक घेतलं आणि ते गळ्यात अडकवलं. मग ते ढोलक वाजवत वाजवत तो रस्त्याने जाऊ लागला.
259	gemini	आणि रस्त्याने जाताना तो एक गाणं गाऊ लागला. "राजाच्या टोपीपेक्षा माझी टोपी छान." "धुम धुम धुमक, धुम धुम धुमक." राजाने ते गाणं ऐकलं.
260	gemini	तो शिपायांना हाक मारू लागला. "जा रे, त्या उंदराला पकडून आणा." शिपाई धावत धावत आले. त्यांनी त्या उंदीर मामाला पकडलं.
261	gemini	आणि पकडून दरबारात घेऊन आले. मग शिपायांनी त्याची टोपी काढली आणि राजाला दिली. तेव्हा उंदीर मामाने काय केलं माहिती आहे का?
262	gemini	उंदीर मामा परत गाऊ लागला. "राजा भिकारी, माझी टोपी घेतली","धुम धुम धुमक, धुम धुम धुमक." हे ऐकून राजा खूप रागावला.
263	gemini	त्याने उंदराकडे ती टोपी फेकून दिली. उंदीर मामा खुदकन हसला. त्याने ती टोपी पुन्हा आपल्या डोक्यावर घातली. आणि तो परत गाणं गाऊ लागला.
264	gemini	"राजा मला भ्याला, माझी टोपी दिली.","धुम धुम धुमक, धुम धुम धुमक." हे असं गाणं गात तो आनंदाने, हसत हसत, नाचत नाचत राजवाड्यातून निघून गेला.
265	gemini	अशा प्रकारे उंदीर मामाला त्याची टोपी परत मिळाली. या गोष्टीतून तुम्हाला काय शिकायला मिळालं का?
266	gemini	म्हणजेच या गोष्टीचं तात्पर्य किंवा या गोष्टीतून काय उपदेश मिळतो? तो असा की, शक्तीपेक्षा नेहमी युक्ती श्रेष्ठ असते.
267	gemini	याचा अर्थ कायम शक्ती वापरण्यापेक्षा, युक्ती वापरली तर ती जास्त वरचढ ठरू शकते. तुम्हाला ही गोष्ट आवडली का?
268	gemini	सोनू ससा आणि गाजर तात्या आजोबांच्या शेतात होती मऊ मऊ माती. आणि त्या मातीत लपली होती लाल-लाल, गोड गाजरं.
269	gemini	एके दिवशी सोनू ससा टुणटुण उड्या मारत तिथे आला. गाजरं बघून त्याच्या तोंडाला पाणी सुटले. त्याने हळूच आजूबाजूला पाहिले. कोणी नाही!
270	gemini	मग त्याने पटकन एक गाजर उपटले आणि कुरूम कुरूम, कटकट खाल्ले. व्वा! पोट अगदी गच्च भरले. थोड्या वेळाने तात्या आजोबा बागेत आले.
271	gemini	त्यांनी पाहिले, एक गाजर कमी होते! "अरे! माझे एक गाजर कुठे गेले?" त्यांना सोनू दिसला.
272	gemini	तात्यांनी प्रेमाने विचारले, "सोनू बाळा, तू माझे गाजर खाल्ले का?" सोनू खूप घाबरला. तो पटकन म्हणाला, "मी नाही खाल्ले!
273	gemini	मी नाही खाल्ले!" असे म्हणून तो धूम पळाला. पण त्याचे छोटेसे काळीज जोरात धडधड करत होते. त्याला खूप वाईट वाटले.
274	gemini	तो धावत परत तात्यांकडे आला. मान खाली घालून म्हणाला, "तात्या आजोबा, माफ करा. मीच तुमचे गाजर खाल्ले.
275	gemini	मला खूप भूक लागली होती." तात्या आजोबा मोठ्याने हसले. त्यांनी सोनूला उचलून घेतले आणि म्हणाले, "शाब्बास माझ्या बाळा! तू खरं सांगितलंस, यातच सगळं आलं.
276	gemini	भूक लागली तर मला सांगायचं. चल, हे घे अजून एक." तात्यांनी दिलेले गोड गाजर खाताना सोनू ससा खूप खूप आनंदी झाला.
277	gemini	लाल छत्रीची गोष्ट मी आहे एक लाल रंगाची छत्री. दुकानात माझ्यासोबत निळ्या, पिवळ्या, हिरव्या अशा खूप छत्र्या होत्या. पण एके दिवशी छोटी मीरा आली.
278	gemini	तिची नजर सरळ माझ्यावर पडली.
279	gemini	तिला माझा लाल रंग इतका आवडला, की ती खुदकन हसली आणि आईला म्हणाली, "आई, मला हीच पाहिजे!" पहिला पाऊस आला तेव्हा तर खूप मज्जा आली.
280	gemini	बाहेर टप... टप... टप... पाण्याचे थेंब पडत होते. मीराने मला घट्ट पकडले होते. मी आहे लाल छत्री, मीराची छान मैत्री!
281	gemini	आम्ही दोघी मिळून गाणी म्हणत शाळेत गेलो. एक दिवस बाजारात खूप गर्दी होती. अचानक आभाळ भरून आले आणि जोराचा पाऊस सुरू झाला.
282	gemini	तेव्हाच आम्ही पाहिले, समोर एक आजोबा उभे होते. ते बिचारे पूर्ण भिजले होते आणि थंडीने कुडकुडत होते. मीराने माझ्याकडे पाहिले, मग आजोबांकडे.
283	gemini	ती धावत गेली आणि म्हणाली, "आजोबा, इकडे या!" तिने मला दोघांच्या डोक्यावर धरले. आजोबांच्या चेहऱ्यावरचे हसू पाहून माझे मन आनंदाने भरून आले.
284	gemini	त्या दिवशी मी फक्त मीराला नाही, तर आजोबांना पण पावसानं वाचवलं होतं. किती छान वाटलं होतं मला! मी आहे लाल छत्री, सगळ्यांची छान मैत्री
285	gemini	रंगीत झूमझूम गाडी एका रस्त्यावर एक छोटी, पांढरी गाडी होती. तिचं नाव होतं झूमझूम गाडी.
286	gemini	ती आजारी लोकांना मदत करायची, पण तिला आपला पांढरा रंग अजिबात आवडायचा नाही. ती लाल बस आणि पिवळी टॅक्सी बघून खूप उदास व्हायची.
287	gemini	एक दिवस ती गेली रंगांच्या राजाकडे. "राजा, मला खूप सुंदर रंगीबेरंगी बनवा ना!" ती म्हणाली. राजाने आपली जादूची कांडी फिरवली... भुर्रर्र!
288	gemini	आणि झूमझूम गाडी लाल, पिवळी, निळी झाली. ती आनंदाने नाचू लागली. ती परत रस्त्यावर आली. तितक्यात एका आजोबांना मदत हवी होती.
289	gemini	ती जोरात ओरडली, "झूम झूम झूम, रस्ता सोडा लवकर!" पण कोणीच बाजूला झाले नाही. सगळे म्हणाले, "अरे वा!
290	gemini	किती छान रंगीत बस आहे!" झूमझूम गाडी गर्दीत अडकून पडली. तिला आजोबांपर्यंत पोहोचताच येईना. तिला खूप वाईट वाटले.
291	gemini	"माझा पांढरा रंगच माझी खरी ओळख होती," ती मनात म्हणाली. ती पळत पळत राजाकडे परत गेली.
292	gemini	"मला माझा पांढरा रंग परत हवा!" राजाने हसून तिला परत पांढरेशुभ्र केले. आता झूमझूम गाडी आनंदाने रस्त्यावर धावत होती.
293	gemini	"झूम झूम झूम, रस्ता सोडा लवकर!" सगळ्या गाड्या लगेच बाजूला झाल्या आणि तिने आजोबांना पटकन मदत केली.
294	gemini	आज मी तुम्हाला उंदरांच्या सभेची गोष्ट सांगणार आहे. एका घरात खूप उंदीर राहत होते. पण तिथे एक चलाख मांजरही राहत होती.
295	gemini	उंदीर रोज मांजरीला घाबरत होते. एके दिवशी सगळ्या उंदरांनी सभा भरवली. एक उंदीर म्हणाला, "मांजरीच्या गळ्यात घंटा बांधूया." सगळ्यांनी त्या युक्तीचे कौतुक केले.
296	gemini	पण एक म्हातारा उंदीर शांतपणे उभा राहिला. तो म्हणाला, "घंटा बांधणार कोण?" सगळे उंदीर शांत झाले. तात्पर्य: योजना करण्यापेक्षा ती पूर्ण करणे महत्त्वाचे असते.
297	gemini	आज मी तुम्हाला कुत्रा आणि त्याच्या सावलीची गोष्ट सांगणार आहे. एका कुत्र्याच्या तोंडात मांसाचा तुकडा होता. तो आनंदाने नदीवरील पुलावरून चालत होता.
298	gemini	अचानक त्याला पाण्यात स्वतःची सावली दिसली. त्याला वाटले, दुसऱ्या कुत्र्याच्या तोंडात मोठा तुकडा आहे. लोभाने त्याने मोठ्याने भुंकण्याचा प्रयत्न केला.
299	gemini	त्याच्या तोंडातील मांस पाण्यात पडले. कुत्रा रिकाम्या तोंडाने घरी परतला. तात्पर्य: लोभ केल्याने हातचेही जाते.
300	gemini	कोल्हा आणि द्राक्षे आज मी तुम्हाला कोल्हा आणि द्राक्षांची गोष्ट सांगणार आहे. एक भुकेला कोल्हा जंगलातून फिरत होता.
301	gemini	त्याला एका वेलीवर गोड द्राक्षांचे घड दिसले. कोल्ह्याने उंच उडी मारली. पण द्राक्षे त्याच्या हातात आली नाहीत. त्याने पुन्हा मोठी उडी मारली.
302	gemini	तरीही त्याला द्राक्षे मिळाली नाहीत. कोल्हा थकून खाली बसला. तो म्हणाला, "ही द्राक्षे आंबटच असणार." असं म्हणत तो तिथून निघून गेला.
303	gemini	तात्पर्य: जे मिळत नाही, त्याची निंदा करू नये.
304	gemini	हत्ती आणि चिमणी एका मोठ्या जंगलात एक हत्ती राहत होता. तो चालताना लहान झाडे मोडत असे. एका झाडावर चिमणीचे घरटे होते.
305	gemini	हत्तीच्या पायामुळे घरटे खाली पडले. चिमणी खूप दुःखी झाली. तिने आपल्या मित्रांना मदतीसाठी बोलावले. मधमाशी हत्तीच्या कानाजवळ गुणगुणू लागली. हत्तीने डोळे मिटले.
306	gemini	तेवढ्यात सुतारपक्ष्याने त्याच्या डोळ्याजवळ चोच मारली. हत्ती घाबरून इकडे तिकडे धावू लागला. तो खोल खड्ड्यात पडला. चिमणीचे घरटे वाचले.
307	gemini	तात्पर्य: एकीमध्ये खूप मोठी ताकद असते.
308	gemini	खारुताई आणि नदी आज मी तुम्हाला एका मेहनती खारुताईची गोष्ट सांगणार आहे. एक छोटी खारुताई रोज नदीकाठी जायची.
309	gemini	ती छोट्या बिया गोळा करून झाडाखाली ठेवायची. एके दिवशी जोराचा पाऊस आला. सगळ्या बिया वाहून गेल्या. खारुताई थोडी उदास झाली.
310	gemini	पण तिने हार मानली नाही. दुसऱ्या दिवशी ती पुन्हा कामाला लागली. हळूहळू तिने पुन्हा सगळ्या बिया जमा केल्या. जंगलातील पक्षी तिचे कौतुक करू लागले.
311	gemini	तात्पर्य: मेहनत कधीच वाया जात नाही.
312	gemini	आज मी तुम्हाला कोंबडा आणि कोल्ह्याची गोष्ट सांगणार आहे. एक कोंबडा उंच झाडावर बसला होता. एक लबाड कोल्हा त्याच्याजवळ आला.
313	gemini	तो म्हणाला, "आपली आता मैत्री झाली आहे." "खाली ये, आपण गप्पा मारू." कोंबडा दूर पाहू लागला.
314	gemini	कोल्हा म्हणाला, "काय पाहतो आहेस?" कोंबडा हसून म्हणाला, "शिकारी कुत्रे इकडेच येत आहेत." हे ऐकताच कोल्हा घाबरला. तो जीवाच्या आकांताने पळून गेला.
315	gemini	कोंबडा मोठ्याने हसू लागला. तात्पर्य: संकटात हुशारीने वागावे.
316	gemini	आज मी तुम्हाला प्रामाणिक लाकूडतोड्याची गोष्ट सांगणार आहे. एक गरीब लाकूडतोड्या रोज जंगलात काम करायचा. एके दिवशी त्याची कुऱ्हाड नदीत पडली.
317	gemini	तो खूप दुःखी झाला. तेवढ्यात नदीदेवता प्रकट झाली. तिने सोन्याची कुऱ्हाड दाखवली. लाकूडतोड्या म्हणाला, "ही माझी नाही." मग तिने चांदीची कुऱ्हाड दाखवली.
318	gemini	तो पुन्हा म्हणाला, "हीसुद्धा माझी नाही." शेवटी त्याची लोखंडाची कुऱ्हाड मिळाली. लाकूडतोड्या आनंदाने म्हणाला, "हीच माझी आहे." त्याच्या प्रामाणिकपणामुळे देवतेने त्याला तिन्ही कुऱ्हाडी दिल्या.
319	gemini	तात्पर्य: प्रामाणिकपणाचे फळ नेहमी गोड असते.
320	gemini	आज मी तुम्हाला माकड आणि मगरीची गोष्ट सांगणार आहे. एका नदीकाठी मोठे जांभळाचे झाड होते. त्या झाडावर एक माकड राहत होते.
321	gemini	तो रोज गोड जांभळे खायचा. एक मगर रोज नदीकिनारी यायची. दोघांची हळूहळू मैत्री झाली. माकड रोज मगरीला जांभळे द्यायचे.
322	gemini	एके दिवशी मगर म्हणाली, "माझ्या घरी चल." माकड तिच्या पाठीवर बसले.
323	gemini	नदीच्या मध्यभागी मगर म्हणाली, "मला तुझे काळीज हवे आहे." माकड शांतपणे म्हणाले, "अरे, मी काळीज झाडावरच विसरलो." मगर त्याला परत घेऊन आली.
324	gemini	माकड पटकन झाडावर चढले. तो म्हणाला, "मैत्रीत फसवणूक करू नये." तात्पर्य: संकटातही बुद्धी शांत ठेवावी.
325	gemini	आज मी तुम्हाला मोर आणि सारसाची गोष्ट सांगणार आहे. मोर आपल्या सुंदर पिसांचा खूप अभिमान बाळगत होता. एके दिवशी त्याने सारसाला चिडवायला सुरुवात केली.
326	gemini	तो म्हणाला, "माझ्यासारखे सुंदर पंख तुझ्याकडे नाहीत." सारस शांतपणे हसला.
327	gemini	तो म्हणाला, "तुझे पंख सुंदर आहेत, पण माझे पंख मला उंच उडायला मदत करतात." मोर काहीच बोलू शकला नाही. त्याला आपली चूक समजली.
328	gemini	तात्पर्य: सौंदर्यापेक्षा गुण अधिक महत्त्वाचे असतात.
329	gemini	एका जुन्या वडाच्या झाडावर एक घुबड राहत होते. जंगलातील प्राणी रोज त्याच्याकडे सल्ला घ्यायला यायचे. एके दिवशी दोन ससे भांडत होते.
330	gemini	दोघेही स्वतःलाच बरोबर म्हणत होते. घुबड शांतपणे दोघांचे म्हणणे ऐकत होते. मग त्याने योग्य निर्णय दिला. दोघांनाही आपली चूक समजली.
331	gemini	ते पुन्हा चांगले मित्र झाले. तात्पर्य: आधी ऐका, मग निर्णय घ्या.
332	gemini	गाय आणि वासरू आज मी तुम्हाला गाय आणि तिच्या वासराची गोष्ट सांगणार आहे. एका शेतात एक गाय आणि तिचे गोंडस वासरू राहत होते.
333	gemini	वासरू दिवसभर उड्या मारत खेळत असे. आई गाय त्याला नेहमी सावध राहायला सांगायची. एके दिवशी वासरू दूर जंगलात गेले. तिथे त्याला एक लांडगा दिसला.
334	gemini	वासरू घाबरून आईकडे धावत आले. आई गाय त्याच्या समोर ठामपणे उभी राहिली. लांडगा मागे फिरून निघून गेला. वासरू आईला बिलगून उभे राहिले.
335	gemini	तात्पर्य: आईचे प्रेम आणि संरक्षण अमूल्य असते.
336	gemini	कावळा आणि घडा आज मी तुम्हाला कावळा आणि घड्याची गोष्ट सांगणार आहे. एका उन्हाळ्याच्या दिवशी एका कावळ्याला खूप तहान लागली होती.
337	gemini	तो इकडे तिकडे पाणी शोधत उडत होता. थोड्या वेळाने त्याला एक मातीचा घडा दिसला. कावळ्याने घड्यात डोकावून पाहिले, पण पाणी खूप खाली होते.
338	gemini	तो थोडा विचार करू लागला. तेवढ्यात त्याला आजूबाजूला छोटे छोटे दगड दिसले. त्याने एक एक दगड घड्यात टाकायला सुरुवात केली.
339	gemini	हळूहळू पाणी वर येऊ लागले. कावळ्याने आनंदाने पाणी पिले. तो म्हणाला, "युक्ती वापरली की मार्ग नक्की सापडतो." तात्पर्य: बुद्धीचा उपयोग नेहमी करावा.
340	gemini	एका मोठ्या आणि हिरव्यागार जंगलाच्या कडेला रोशनी नावाच्या एका धाडसी मुलीचे छोटेसे गाव होते.
341	gemini	या जंगलात खूप उंच झाडे होती, ज्यांची पाने एखाद्या छत्रीसारखी पसरलेली होती. तिथे हवेत नेहमी ओल्या मातीचा आणि रसाळ आंब्याचा गोड वास येत असे.
342	gemini	जंगलातून वाहणाऱ्या नदीचा आवाज... खळखळ... खळखळ... नेहमी कानावर पडत असे.
343	gemini	गावातील सर्व लोक म्हणायचे की हे जंगल खूप वेगळे आहे, कारण तिथे झाडे एकमेकांशी बोलतात आणि फुले गाणी गातात.
344	gemini	राणीला एक खूप मोठी आणि गमतीशीर गोष्ट माहीत होती. तिला वाटायचे की ती एक छोटी सुपरहिरो आहे.
345	gemini	राणी दिसायला तर आपल्या वयाचीच होती, पण तिचे विचार खूप मोठे होते. तिच्याकडे कोणतेही जादूटोणा नव्हते, पण तिच्याकडे एक खास शक्ती होती...
346	gemini	ती म्हणजे तिची मदत करण्याची तयारी आणि तिची जिद्द. राणी नेहमी एक लाल रंगाचा छोटा रुमाल गळ्याला बांधून फिरायची.
347	gemini	तो रुमाल तिला सुपरहिरो असल्याचा भास करून द्यायचा. राणी एका छोट्या गावात राहायची.
348	gemini	तिथे सगळीकडे हिरवीगार झाडे, रंगीबेरंगी फुले आणि एक खळखळ वाहणारी छोटी नदी होती. नदीच्या पाण्याचा तो "खळ-खळ" असा आवाज राणीला खूप आवडायचा.
349	gemini	ती रोज सकाळी उठून त्या नदीच्या काठावर फिरायला जायची. तिच्यासाठी प्रत्येक दिवस एक नवीन साहस असायचे.
350	gemini	कधी एखाद्या मुंगीला खाऊ शोधायला मदत करणे, तर कधी झाडावरून पडलेले पक्ष्याचे पिल्लू हळूच उचलून घरट्यात ठेवणे.
351	gemini	एका दुपारी, जेव्हा ऊन खूप कडक होते, तेव्हा राणी बागेत खेळत होती. अचानक तिला दूरून कोणाचा तरी रडण्याचा आवाज आला. राणीने कान देऊन ऐकले.
352	gemini	तो आवाज खूप छोटा आणि बारीक होता. राणीने तिचा लाल रुमाल नीट केला आणि तो आवाज कुठून येतोय हे शोधायला निघाली.
353	gemini	ती हळूच चालत झाडांच्या मागे गेली. तिथे तिने पाहिले की, एक छोटासा पांढरा ससा एका खोल खड्ड्यात अडकला होता.
354	gemini	खड्डा खूप खोल नव्हता, पण ससा खूप लहान होता आणि तो वर येऊ शकत नव्हता. ससा घाबरून इकडे-तिकडे उड्या मारत होता.
355	gemini	त्याचे छोटे कान थरथरत होते. राणीला त्याचे खूप वाईट वाटले. तिने ठरवले की आता तिला आपली सुपरहिरो शक्ती वापरण्याची वेळ आली आहे.
356	gemini	पण तिथे कोणतीही शिडी नव्हती आणि खड्डा निसरडा होता. राणीने विचार केला, "मी खाली गेले तर मी पण अडकून पडेन.
357	gemini	मला काहीतरी वेगळे करावे लागेल." राणीने आजूबाजूला पाहिले. तिला तिथे काही लांब आणि मजबूत फांद्या दिसल्या. तिने एक मोठी फांदी शोधली.
358	gemini	ती फांदी खड्ड्यात टाकली तर ससा तिला पकडून वर येईल का? राणीने ती फांदी हळूच खड्ड्यात सोडली. पण ससा खूप घाबरलेला होता.
359	gemini	तो फांदीकडे पाहत नव्हता. राणीला समजले की सशाला आधी धीर द्यावा लागेल.
360	gemini	ती खड्ड्याच्या काठावर बसली आणि अगदी हळू आवाजात बोलायला लागली, "घाबरू नकोस छोट्या मित्रा, मी तुला वाचवायला आले आहे.
361	gemini	फक्त या लाकडाला घट्ट पकड." राणीचा आवाज खूप प्रेमळ होता. सशाने हळूच वर पाहिले. त्याला राणीच्या डोळ्यांत विश्वास दिसला.
362	gemini	सशाने एक मोठी उडी मारली आणि त्या फांदीला आपले छोटे पाय घट्ट पकडले. आता सर्वात कठीण काम होते—सशाला वर खेचणे.
363	gemini	राणीने आपले दोन्ही हात फांदीला लावले आणि पूर्ण ताकदीने ओढायला सुरुवात केली. तिचे हात थोडे दुखत होते, पण तिने हार मानली नाही.
364	gemini	ती मनातल्या मनात म्हणत होती, "मी सुपरहिरो आहे, मी हे करू शकते!" हळूहळू, तो छोटा ससा खड्ड्यातून वर आला आणि थेट राणीच्या कुशीत पडला.
365	gemini	ससा आता सुरक्षित होता. त्याने आपले नाक हलवले आणि राणीच्या हाताला स्पर्श केला, जणू तो तिचे आभार मानत होता.
366	gemini	राणीच्या चेहऱ्यावर एक मोठे हास्य आले. तिला खूप आनंद झाला होता.
367	gemini	तिने सशाला थोडे पाणी पाजले आणि त्याला सुरक्षितपणे त्याच्या घराकडे, म्हणजे झाडांच्या दाट जंगलात सोडून आले.
368	gemini	परत येताना राणीला जाणवले की सुपरहिरो होण्यासाठी उडण्याची किंवा खूप ताकद असण्याची गरज नसते.
369	gemini	कोणाच्या तरी अडचणीच्या वेळी धावून जाणे, डोकं चालवून उपाय शोधणे आणि धीर न हारणे, हीच खरी सुपरशक्ती आहे.
370	gemini	जेव्हा ती घरी पोहोचली, तेव्हा तिने आईला सगळी गोष्ट सांगितली. आईने तिला जवळ घेतले आणि तिच्या लाल रुमालाला प्रेमाने हात लावला.
371	gemini	त्या रात्री जेव्हा राणी झोपायला गेली, तेव्हा तिला पुन्हा तोच "खळ-खळ" आवाज ऐकू आला. नदी शांतपणे वाहत होती आणि चांदणे सगळीकडे पसरले होते.
372	gemini	राणीला खूप समाधान वाटत होते. तिला समजले होते की जगातील सर्वात मोठी शक्ती म्हणजे दुसऱ्याला मदत करण्याचा आनंद.
373	gemini	तिने डोळे मिटले आणि स्वप्नात ती पुन्हा एका नवीन साहसासाठी तयार झाली. राणी आता खरोखरच एक छोटी सुपरहिरो झाली होती.
374	v2	आज आपण बंड्याची फ फजिती की बंड्या जास्त मस्ती करू नकोस, कुणाच्या खोड्या काढू नकोस.
375	v2	तो मुलगा घाईघाईने bench-वर जेव्हा बसला बंड्याला खूपच मज्जा वाटली. सगळ्यांच्या खोड्या काढायच्या. आणि नंतर टाळ्या पिटून हसायचा.
376	v2	सगळी मुले बंड्याच्या तक्रारी Madam-कडे करत होत्या. त्या बंड्याला शिक्षा करत नव्हत्या. त्यांना बंड्याला एक छान lesson द्यायचा होता.
377	v2	की दुसऱ्यांना त्रास दिल्यावर कसे feel होते? एकदा बंड्याला जरा बरे नव्हते. तो school-मध्ये आला नव्हता. त्या दिवशी Madam-ने सगळ्या मुलांना एकत्र केले.
378	v2	व सांगितले की दोन-तीन दिवसांनी आपण सगळ्यांनी बंड्याला छान धडा शिकवायचाय. त्यांनी सगळा plan नीट मुलांना समजावून सांगितला.
379	v2	Bandya जेव्हा शाळेत आला तेव्हा Teacher-ने सर्व वर्गाला सांगितले. की उद्या आपली picnic जाणार आहे.
380	v2	तेव्हा सगळ्यांनी उद्या सकाळी सात वाजता त्यामुळे घरी permission पण घ्यायची आहे. उद्या जंगलात खूप माकडे दिसतील.
381	v2	त्यांची आपण मज्जा करूया म्हणून plan करू लागला. दुसऱ्या दिवशी सगळे schoolमध्ये सात वाजता भेटले. सगळ्यांनी picnic-ची तयारी केली होती.
382	v2	बसने जंगलापर्यंत गेल्यावर बंड्या ज्या groupमध्ये होता की बंड्याला कसे treat करायचे एका corner-ला सगळे लपून बसले. त्याला समजेना कुठल्या road-ने जायचे.
383	v2	सगळ्यांच्या नावाने हाका मारू लागला. तेवढ्यात त्याला खूप माकडे दिसली. आपण एकटे आहोत हे विसरून तो माकडाची शेपटी धरायला गेला.
384	v2	व त्याच्या डोक्यात एक टपली पण मारली. सगळी माकडे बंड्याभोवती जमून त्याला चिडवू लागली. पण माकडे त्याच्या पाठीच लागली.
385	v2	सगळी मुले व Teacher बाहेर आले. व त्यांनी माकडांना पळवून लावले. Teacher बंड्याला म्हणाल्या, तू सगळ्यांना त्रास देतोस ना म्हणून माकडे तुझ्या पाठी लागली.
386	v2	व म्हणाला, आता मी कोणाच्या खोड्या काढणार नाही. आज आपण बनीची दात दुखीची गोष्ट ऐकणार आहोत. आज Bani रडतच झोपेतून उठला.
387	v2	त्याने विचारले, झोपेत पडलास का तू? दोघांनाही मानेनेच नाही म्हणत बनी अजूनच जोरात रडायला लागला. Mom-ने त्याला उचलून घेतले.
388	v2	तेव्हा तो कसेबसे म्हणाला, माझा दात खूप दुखतोय. बनीचा एक दात किडला होता. दुसऱ्या साईडने कसा बसा बनीने तो घेतला.
389	v2	मग त्याच्या गळ्यात एक apron अडकवला. त्यांनी गोड गोड बोलून Bunny-ला तोंड उघडायला सांगितले. मग त्याला डोळे बंद करून एक छोटे injection दिले.
390	v2	बनीला खूप दुखले. तुझ्या दातात लपून बसला होता. तू रोज प्रत्येक खाण्यानंतर नीट चूळ भरतोस का?
391	v2	तर Monster दातात लपून राहतो व आतून आपल्याला त्रास देतो. घरी आल्यावर Mani-ला दात काढल्यामुळे काही औषधे पण घ्यायला लागली.
392	v2	दोन-तीन दिवस थोडे थोडे तोंडात दुखत होते. आता तो खूप काळजीने brush करतो. बोलक्या दगडाची गोष्ट सांगणार आहे. दचकलात ना सगळे?
393	v2	आजी आम्हाला गंडवू नकोस हं. अरे हो हो ऐकून तर घ्या. खरेच ही बोलक्या रगडाची गोष्ट आहे. कधी कधी तो खूप शहाणा असतो.
394	v2	खूप ऐकतो, homework करतो, सगळ्यांना घरात खुश ठेवतो. पण कधी कधी काय होतं माहित नाही. तरी खाण्याचा mood नसतो.
395	v2	त्याची छोटी बहीण Shona त्याच्याकडे बघून गोड हसत असते.
396	v2	मग तो आपला सगळा राग तो सगळा आपला खेळ basket-मधून काढतो व घरभर पसारा करून ठेवतो. छोट्या छोट्या गोष्टींवरून तो tantrum करतो.
397	v2	त्याला सकाळपासूनच खूप आरडाओरडा करावासा वाटत होता. करत खाणार नाही म्हणून खाल्लाच नाही. Garden-मध्ये पण तो रागाने सगळे दगड पायाने उडवत होता.
398	v2	आई ग असा एका दगडातून त्याला आवाज आला. परत त्याने त्या दगडाला लाथ मारली. Ishan-ने खाली वाकून तो दगड आपल्या हातात घेतला.
399	v2	अरे मी बोल का दगड आहे? मला तुमच्यासारखं बोलता येतं. थोड्या वेळाने Ishan-ची शिक्षा संपली. Mom-ने त्याला घराचे दरवाजे उघडून आत बोलावले.
400	v2	दगडाने सांगितल्याप्रमाणे Ishan-ने प्रथम कान पकडून sorry म्हटले. व मुकाट्याने breakfast केला मग तो आपल्या bedroom-मध्ये गेला. व खिशातून त्याने तो stone काढला.
401	v2	त्याचे नाव Pebi ठेवले. दोघे खूप गप्पा मारत होते. दगड सगळे जग बघून त्याच्या garden-मध्ये आला होता.
402	v2	तो सगळ्या छान छान जगातल्या गोष्टी Ishan-शी शेअर करत होता. सगळा homework करून टाकला.
403	v2	कारण त्यांनी जर ते सांगितलं असतं तर सगळे त्याला हसले असते. मग तो दगड त्याला एखादी छान story सांगायचा.
404	v2	व लगेच Ishan-चा मूड चांगला व्हायचा. सगळ्यांनाच आश्चर्य वाटत होते की Ishan एकदम बदलला कसा? अजूनही तो बोलका दगड त्याच्याकडे.
405	v2	जेव्हा जेव्हा Ishan एकटाच असतो व त्याचा mood खराब असतो. तेव्हा तेव्हा तो त्या दगडाशी गप्पा मारतो. बघायचंय तुम्हाला बोलका Stone?
406	v2	मग जाऊया आपण Ishan-कडे. की हा class कसा असेल? पण अजून extend पण करता येणार होता. वेगवेगळ्या color-शी त्याला खेळायला आवडत असे.
407	v2	तेव्हा अजून खूप जण यायची होती. अजून तुझे बरेच friends यायचे आहेत. चिंटूला पण बनीला बघून खूप आनंद झाला. तो बनीच्या शेजारी येऊन बसला.
