idx	source	text
279	gemini	पेड़ अपने पत्तों से ताली बजाते हैं, पक्षी मीठे गीत गाते हैं, नदियाँ अपने कलकल स्वर में संगीत सुनाती हैं, पहाड़ गूँजते हैं,
280	gemini	और पूरी प्रकृति राम और सीता की वापसी की खुशी में दीवाली मनाती है।” सुनहरी परी अब बहुत खुश हो गई।
281	gemini	उसने अपने नन्हे पंख फैलाए और बोली – “वाह माँ!
282	gemini	आज मैं भी तारों में और चमक भरूँगी और धरती के बच्चों को शुभ दीवाली कहूँगी !” उस रात धरती पर दीपक झिलमिला रहे थे।
283	gemini	हर घर सजाया गया था, हर आँगन में रंगोली बनी थी। बच्चों के हँसी-खेल की आवाज़ गूँज रही थी।
284	gemini	आसमान में, परियाँ भी दीवाली मना रही थीं। सुनहरी और उसकी सहेलियाँ आसमान से झाँक-झाँककर दीपों की कतारें देख रही थीं।
285	gemini	उन्होंने तारा-मालाओं को और तेज़ चमका दिया। बादल फूलों की वर्षा करने लगे, और हवा में मीठी सुगंध तैर गई।
286	gemini	धरती और आकाश दोनों ही दीपों की रोशनी से जगमगा उठे। मानो इंसान और परियाँ मिलकर एक ही उत्सव मना रहे हों।
287	gemini	गुलाबी परी ने धीरे से सुनहरी से कहा – “याद रखना बेटी, दीवाली सिर्फ दीप जलाने या मिठाई खाने का त्योहार नहीं है।
288	gemini	यह त्योहार अच्छाई के अंधकार पर विजय का प्रतीक है।
289	gemini	यह याद दिलाता है कि जहाँ सत्य और धर्म होते हैं, वहाँ सारी प्रकृति साथ देती है।
290	gemini	चाहे परियाँ हों, पक्षी हों,
291	gemini	नदियाँ हों या इंसान—सब मिलकर भगवान राम की इस विजय का उत्सव मनाते हैं।” सुनहरी परी ने सिर हिलाया और मन ही मन संकल्प किया कि वह हमेशा अच्छाई और सत्य का साथ देगी।
292	gemini	और तभी दूर से अयोध्या की ओर देखते हुए उसे लगा जैसे दीपों की पंक्तियाँ आकाश तक पहुँच गई हों और परियों के तारों से मिल गई हों।
293	gemini	सचमुच उस रात दीवाली सिर्फ अयोध्या की नहीं, बल्कि पूरी प्रकृति और परियों के देश की भी थी।
294	gemini	विजयनगर के राजा कृष्णदेव राय को अद्भुत व विलक्षण चीजें संग्रह करने का बहुत शौक था।
295	gemini	हर दरबारी उन्हें खुश रखने के लिए ऐसी ही दुर्लभ वस्तुओं की खोज में रहता था ताकि वह चीज महाराज को देकर उनका शुभचिंतक बन सके तथा रुपये भी ऐंठ सके।
296	gemini	एक बार एक दरबारी ने एक अनोखी चाल चली।
297	gemini	उसने एक मोर को रंगों के एक विशेषज्ञ से लाल रंगवा लिया और उस लाल मोर को लेकर वह सीधा राजा कृष्णदेव राय के दरबार में पहुंचा और राजा से बोला-‘‘महाराज !
298	gemini	मैंने मध्य प्रदेश के घने जंगलों से आपके लिए एक अद्भुत व अनोखा मोर मंगाया है।’’ राजा कृष्णदेव राय ने उस मोर को बड़े गौर से देखा।
299	gemini	उन्हें बड़ा ताज्जुब हो रहा था...‘‘लाल मोर...वास्तव में आपने हमारे लिए अद्भुत चीज मंगाई है। हम इसे राष्ट्रीय उद्यान में बड़ी हिफाजत से रखवाएंगे।
300	gemini	अच्छा...यह तो बताओ कि इस मोर को मंगाने में तुम्हें कितना रुपया खर्च करना पड़ा ?’’ दरबारी ने अपनी प्रशंसा सुनी तो वह प्रसन्न हो उठा।
301	gemini	बड़े ही विनम्र भाव से वह राजा से बोला, ‘‘महाराज, आपके लिए यह अनोखी वस्तु लाने के लिए मैंने अपने दो सेवक पूरे देश की यात्रा पर भेज रखे थे।
302	gemini	वे वर्षों तक किसी अद्भुत वस्तु की खोज में लगे रहे।
303	gemini	तब कहीं जाकर, मध्य प्रदेश के जंगलों में यह अनोखा लाल रंग का मोर मिला।
304	gemini	मैंने अपने उन सेवकों पर करीब पच्चीस हजार रुपये खर्च किये हैं।’’ उस दरबारी की बात सुनकर राजा कृष्णदेव राय ने तुरन्त मंत्री को आज्ञा दी, ‘‘मंत्री जी,
305	gemini	इन सज्जन को पच्चीस हजार रुपये राज-कोश से दे दिए जाएं।’’ मंत्री को यह आज्ञा देकर राजा ने दोबारा उस दरबारी से कहा, ‘‘यह तो आपको वह रुपया दिया जाता है,
306	gemini	जो आपने खर्च किया है।
307	gemini	इसके अलावा एक सप्ताह बाद आपको उचित पुरस्कार भी दिया जाएगा।’’ दरबारी को भला और क्या चाहिए था ?
308	gemini	वह तेनाली राम की ओर कुटिल भाव से देखकर मुस्कराने लगा।
309	gemini	तेनाली राम उसके मुस्कराने का मतलब समझ गया, लेकिन समय को देखते हुए उसने चुप रहना ही उचित समझा।
310	gemini	तेनाली राम यह भी समझ गया कि लाल रंग का मोर किसी भी देश में नहीं होता। कहीं भी नहीं पाया जाता।
311	gemini	उसे लगा, यह सब अवश्य ही इस दरबारी की कोई चाल है। बस फिर क्या था।
312	gemini	तेनाली राम ने दूसरे ही दिन उस रंग विशेषज्ञ को खोज निकाला जिसने लाल मोर तैयार किया था।
313	gemini	तेनाली राम चार और मोर लेकर उस चित्रकार के पास पहुँचा।
314	gemini	उसने उन्हें लाल रंग से रंगवा कर तैयार कराया और उसी दिन उन्हें दरबार में ले जाकर राजा से कहा,
315	gemini	‘‘महाराज हमारे मित्र दरबारी ने पच्चीस हजार से केवल एक लाल मोर ही मंगवाया था और मैं सिर्फ पचास हजार में उससे भी अधिक सुन्दर चार लाल मोर ले आया हूं।’’ राजा ने देखा।
316	gemini	सचमुच तेनाली राम के चारों मोर उस दरबारी वाले मोर से कहीं अधिक सुन्दर और सुर्ख लाल रंग के थे।
317	gemini	राजा को आज्ञा देनी पड़ी,
318	gemini	‘‘तेनाली राम को राजकोष से पचास हजार रुपये फौरन दे दिए जाएं।’’ राजा कृष्णदेव राय की यह आज्ञा सुनते ही तेनाली राम ने एक आदमी की ओर इशारा करते हुए राजा से कहा, ‘‘महाराज,
319	gemini	पुरस्कार का सही अधिकारी यही कलाकार है, मैं नहीं हूं।
320	gemini	यह आदमी एक अनोखा चित्रकार है। यह किसी भी वस्तु का रंग बदलने की कला में निपुण है।
321	gemini	इसी ने नीले मोरों का रंग लाल करने की कला दिखाई है।’’ अब राजा को सारा गोरखधन्धा समझते देर नहीं लगी।
322	gemini	वह समझ गए कि पहले दिन दरबारी ने उन्हें मूर्ख बनाकर रुपये ठगे थे।
323	gemini	राजा ने फौरन ही उस दरबारी पर पच्चीस हजार लौटाने के साथ ही पांच हजार रुपये जुर्माने का आदेश दिया और चित्रकार को पुरस्कृत किया।
324	gemini	दरबारी बेचारा क्या करता ! वह अपना-सा मुंह लेकर रह गया।
325	gemini	राजा कृष्णदेव राय को खुश करने की सनक के चक्कर में पांच हजार रुपये भी गंवाने पड़े।
326	gemini	वसंत ऋतु छाई हुई थी। राजा कृष्णदेव राय बहुत ही खुश थे। वह तेनालीराम के साथ बाग में टहल रहे थे।
327	gemini	वह चाह रहे थे कि एक ऐसा उत्सव मनाया जाए, जिसमें उनके राज्य के सारे लोग शामिल हों।
328	gemini	पूरा राज्य उत्सव के आनंद में डूब जाए। इस विषय में वह तेनालीराम से भी राय लेना चाहते थे।
329	gemini	तेनालीराम ने राजा की इस सोच की प्रशंसा की और इसके बाद राजा ने विजयनगर में राष्ट्रीय उत्सव मनाने का आदेश दे दिया।
330	gemini	शीघ्र ही नगर को स्वच्छ करवा दिया गया, सड़कों व इमारतों में रोशनी की व्यवस्था कराई गई। पूरे नगर को फूलों से सजाया गया।
331	gemini	सारे नगर में उत्सव का वातावरण था।
332	gemini	इसके बाद राजा ने घोषणा की कि राष्ट्रीय उत्सव मनाने के लिए हलवाई की दुकानों पर रंग-बिरंगी मिठाइयां बेची जाएं।
333	gemini	घोषणा के बाद नगर के सारे हलवाई रंगीन मिठाइयां बनाने में व्यस्त हो गए।
334	gemini	इस घोषणा के बाद कई दिनों तक तेनालीराम दरबार में नजर नहीं आए। किसी को भी उनके बारे में कुछ नहीं पता था।
335	gemini	राजा कृष्णदेवराय ने तेनालीराम को ढूंढ़ने के लिए सिपाहियों को भेजा, लेकिन वे भी तेनालीराम को नहीं ढूंढ़ पाए।
336	gemini	उन्होंने राजा को इस बारे में बताया। यह सुनकर राजा और भी अधिक चिंतित हो गए।
337	gemini	उन्होंने दोबारा सिपाहियों को तेनालीराम की खोज में जुट जाने का आदेश दिया। कुछ दिनों बाद सैनिकों ने तेनालीराम को ढूंढ़ निकाला।
338	gemini	वापस आकर उन्होंने राजा को बताया, ‘महाराज, तेनालीराम ने तो कपड़ों की रंगाई की दुकान खोल ली है।
339	gemini	वह सारा दिन अपने इसी काम में व्यस्त रहते हैं।
340	gemini	जब हमने उन्हें अपने साथ आने को कहा तो उन्होंने आने से मना कर दिया।’ यह सुनकर राजा को गुस्सा आ गया।
341	gemini	वह सैनिकों से बोले,‘मैं तुम्हें आदेश देता हूं कि तेनालीराम को जल्दी से जल्दी पकड़कर यहां ले आओ।
342	gemini	अगर वह तुम्हारे साथ अपनी मर्जी से न आए तो उसे बलपूर्वक लेकर आओ।’ राजा के आदेश का पालन करते हुए सैनिक तेनालीराम को बलपूर्वक पकड़कर दरबार में ले आए।
343	gemini	राजा ने पूछा, ‘तेनाली, तुम्हें लाने के लिए जब मैंने सैनिकों को भेजा तो तुमने शाही आदेश का पालन क्यों नहीं किया?
344	gemini	और एक बात और बताओ। हमारे दरबार में तुम्हारा अच्छा स्थान है, जिससे तुम अपनी सभी आवश्यकताएं पूरी कर सकते हो।
345	gemini	फिर भला तुमने यह रंगरेज की दुकान क्यों खोली?’ तेनालीराम बोले,‘महाराज, दरअसल मैं राष्ट्रीय उत्सव के लिए अपने कपड़ों को रंगना चाहता था।
346	gemini	नगर में बहुत सारे लोग उत्सव में पहनने के लिए अपने कपड़े रंगवाना चाहते हैं। इस काम में अच्छी कमाई है।
347	gemini	इससे पहले कि सारे रंगों का इस्तेमाल दूसरे लोग कर लें, मैं रंगाई का काम पूरा कर लेना चाहता था।’ ‘सभी रंगों के इस्तेमाल से तुम्हारा क्या मतलब है?
348	gemini	क्या नगर के सारे लोग अपने कपड़ों को रंग रहे हैं?’ राजा ने पूछा।
349	gemini	‘नहीं महाराज, वास्तव में रंगीन मिठाइयां बनाने के आपके आदेश के बाद से नगर के ज्यादातर हलवाई मिठाइयों को रंगने के लिए रंग खरीदने में व्यस्त हो गए हैं।
350	gemini	अगर वे सारे रंगों को मिठाइयां रंगने के लिए खरीद लेंगे तो मेरे कपड़े कैसे रंगे जाएंगे?’ इतना सुनते ही राजा को अपनी भूल का अहसास हो गया।
351	gemini	वह बोले,‘तो तुम यह कहना चाहते हो कि मेरा आदेश अनुचित है।
352	gemini	मेरे आदेश का फायदा उठाकर मिठाइयां बनाने वाले मिठाइयों को रंगने के लिए घटिया व हानिकारक रंगों का इस्तेमाल कर रहे हैं, जबकि उन्हें केवल खाने योग्य रंगों का ही इस्तेमाल करना चाहिए’,
353	gemini	इतना कहकर महाराज ने तेनालीराम की तरफ देखा।
354	gemini	तेनालीराम के चेहरे पर वही चिर-परिचित मुस्कराहट थी।
355	gemini	राजा कृष्णदेव राय ने गंभीर होते हुए आदेश दिया कि जो मिठाई बनाने वाले हानिकारक रासायनिक रंगों का प्रयोग कर रहे हैं, उन्हें कठोर दंड दिया जाएगा।
356	gemini	इस तरह तेनालीराम ने अपनी बुद्धि के इस्तेमाल से विजयनगर के लोगों को बीमार होने से बचा लिया।
357	hindi_panchtan	साधु और चूहा। एक जंगल में एक साधु रहते थे।
358	hindi_panchtan	जंगल के कई जानवर रोज़ साधु के प्रवचन सुनने के लिए उनके पास जाते थे। एक दिन एक चूहे के पीछे बिल्ली पड़ गई।
359	hindi_panchtan	चूहा भागते भागते साधु के पास पहुंचा। पीछे पीछे बिल्ली भी आ गई। साधु ने चूहे का भेष बदलकर उसे बड़ी बिल्ली बना दिया।
360	hindi_panchtan	अब बड़ी बिल्ली बिना डर के घूमने लगी उसने कई बिल्लियों को भी मार दिया।
361	hindi_panchtan	फिर एक दिन बड़ी बिल्ली के पीछे लोमड़ी पड़ गई। लोमड़ी से बचते बचते वह फिर साधु के पास पहुंची।
362	hindi_panchtan	अब साधु ने उसे बड़ी लोमड़ी बना दिया। बड़ी लोमड़ी बनकर वह बिना किसी खौफ के जंगल में घूमने लगी।
363	hindi_panchtan	फिर कुछ दिनों बाद एक शेर बड़ी लोमणी के पीछे पड़ गया। बड़ी लोमड़ी फिर साधु के पास पहुंची।
364	hindi_panchtan	और इस बार साधु ने उसे बड़ा शेर बना दिया। बड़ा शेर बनते ही वह स्वयं को राजा समझने लगा।
365	hindi_panchtan	लेकिन उसे हमेशा यह डर लगता था कि साधु कहीं उसे फिर से चूहा ना बना दे।
366	hindi_panchtan	इसी डर के कारण वह साधु के पास पहुंचा और बोला। मुझे भूख लगी है इसलिए मैं आज आपको खा जाऊँगा।
367	hindi_panchtan	ताकि मेरे अंदर भी सारी दिव्य शक्तियां आ सके। साधु को बहुत गुस्सा आता है। और वह उसे फिर से चूहा बना देते हैं।
368	hindi_panchtan	चूहे को अपनी गलती का एहसास तो होता है। और वह साधु से दोबारा शेर बनाने की विनती करता है।
369	hindi_panchtan	लेकिन साधु उसे डंडे मारकर भगा देते हैं।
370	hindi_panchtan	इस कहानी से हमें यह शिक्षा मिलती है कि चाहे कोई कितना भी महान बन जाए लेकिन उसे अपना अस्तित्व और आधार कभी नहीं भूलना चाहिए।
371	hindi_panchtan	देवता और जुलाहा। एक बार मंथर का नाम का एक जुलाहा रहता था।
372	hindi_panchtan	एक दिन वह बुनाई कर रहा था, तभी उसका करघा टूट गया।
373	hindi_panchtan	वह पास के जंगल में लकड़ी काटने जाता है ताकि उससे अपना करघा ठीक कर सके।
374	hindi_panchtan	जैसे ही वह अपनी कुल्हाड़ी से लकड़ी काटने लगता है, तभी पेड़ से आवाज़ आती है, इस पेड़ को मत काटो, यह मेरा घर है!
375	hindi_panchtan	मुझे अपना करघा ठीक करना है वरना मेरे बच्चे और मेरी पत्नी भूखे मर जाएंगे। यह कहकर वह फिर से अपनी कुल्हाड़ी उठाता है।
376	hindi_panchtan	फिर से पेड़ के अंदर से आवाज आती है।
377	hindi_panchtan	इस पेड़ को छोड़ दो, तुम कुछ भी मांग लो, मैं तुम्हारी इच्छा पूरी करूंगा। मांगो, वर मांगो!
378	hindi_panchtan	कि वह अपनी पत्नी से सलाह करके लौटेगा। मंथर का अपने घर जाता है। रास्ते में उसे उसका एक नाई मित्र मिलता है।
379	hindi_panchtan	वह उससे कहता है कि वर में पूरा साम्राज्य मांग लेना। फिर तुम राजा बन जाओगे और राज करोगे।
380	hindi_panchtan	मंथरखा उसकी सलाह से खुश हो जाता है। लेकिन वह अपनी पत्नी का भी सुझाव लेने घर पहुँचता है।
381	hindi_panchtan	राजा बनने से तो लड़ाई करनी पड़ेगी, प्रजा की देखभाल करनी पड़ेगी। इससे तो अच्छा होगा कि तुम दो सिर और चार हाथ का वर मांग लो।
382	hindi_panchtan	जब ज़्यादा हाथ होंगे तो तुम ज़्यादा काम कर पाओगे। और हम धनी हो जाएंगे।
383	hindi_panchtan	मंथरका अपनी पत्नी का सुझाव मानकर चार हाथ और दो सिर का वर मांग लेता है।
384	hindi_panchtan	जब वह दो सिर और चार हाथ के साथ गांव में पहुंचता है, तो सभी गांव वाले उसे देखकर डर जाते हैं और उसे पत्थर मार मार के उसकी हत्या कर देते हैं।
385	hindi_panchtan	जब उसके नाई दोस्त को उसकी मौत का पता चलता है, तो वह बहुत दुखी होता है।
386	hindi_panchtan	इस कहानी से हमें यह शिक्षा मिलती है कि किसी के सुझाव को बिना विचारे अनुसरण नहीं करना चाहिए।
387	hindi_panchtan	एक बार जंगल में एक लोमड़ी भोजन की तलाश में भटकते हुए एक पेड़ के पास पहुंची।
388	hindi_panchtan	वहां उसकी नजर पेड़ पर बैठे हुए मोर पर पड़ी। लोमड़ी मोर को खाने की योजना बनाने लगी।
389	hindi_panchtan	जंगल में सभी जानवरों ने गोष्ठी की है।
390	hindi_panchtan	और उसमें यह तय किया गया है कि अब से कोई भी जानवर अपने भोजन के लिए। दूसरे जानवर को नहीं मारेगा।
391	hindi_panchtan	इसलिए तुम घबराओ मत और आराम से नीचे आकर घूमो।
392	hindi_panchtan	तो इसका मतलब तो यह हुआ कि अब शेर और बाघ घास खाना शुरू कर देंगे। लोमड़ी मोर की बात सुनकर चौंक गई।
393	hindi_panchtan	और हड़बड़ा कर कुछ कहने ही वाली थी कि तभी मोर बोला।
394	hindi_panchtan	देखो, तुम्हारे पीछे तुम्हारे मित्र आ रहे हैं, शिकारी कुत्ते, अब तो वह भी तुम्हें नहीं खाएंगे!
395	hindi_panchtan	लोमड़ी शिकारी कुत्तों को देखकर डर जाती है और भाग जाती है।
396	hindi_panchtan	मोर लोमड़ी को डर कर भागते हुए देखकर जोर जोर से हंसने लगता है।
397	hindi_panchtan	इस कहानी से हमें यह शिक्षा मिलती है कि बुद्धि और चतुराई से धूर्त और मक्कारों को आसानी से मात दी जा सकती है।
398	hindi_panchtan	राजकुमार और पौधा। एक समय की बात है। एक राजा का बेटा बड़ा ही बदतमीज़ और दुष्ट प्रवृत्ति का था।
399	hindi_panchtan	उसे सभी लोगों ने बहुत समझाने की कोशिश की। लेकिन वह फिर भी नहीं समझा।
400	hindi_panchtan	एक दिन राजा ने एक साधु को महल के पास देखा। उस साधु के चेहरे का तेज देखते ही बनता था।
401	hindi_panchtan	राजा ने उस साधु को अपने महल में बुलवा लिया और उन्हें रहने का उचित स्थान भी दिया।
402	hindi_panchtan	फिर राजा ने साधु को अपने बिगड़ैल बेटे के बारे में बताया।
403	hindi_panchtan	वह बोले मेरी प्रजा मेरे बेटे को भावी राजा बनने के योग्य नहीं मानती।
404	hindi_panchtan	कृपया आप मेरे बेटे को अपने संरक्षण में रखकर उसे समझाने का प्रयास करें। साधु राजकुमार को लेकर बगीचे में टहलने निकलते हैं।
405	hindi_panchtan	वहीं पर एक पौधा देख साधु उसकी पत्ती राजकुमार को देकर उसे चखने को कहते हैं।
406	hindi_panchtan	जैसे ही राजकुमार उस पत्ती को मुंह में लेता है वैसे ही उसे थूक देता है।
407	hindi_panchtan	राजकुमार कहता है, यह पौधा तो बड़ा ज़हरीला है, इसे उखाड़ देना चाहिए। यह कहकर राजकुमार उस पौधे के टुकड़े टुकड़े कर देता है।
408	hindi_panchtan	सारी प्रजा भी तुम्हारे साथ ऐसा ही सलूक करेगी। क्योंकि वह तुम्हें दुष्ट समझती है।
409	hindi_panchtan	और तुम्हारे बुरे स्वभाव के कारण तुम्हें कभी भी राजा नहीं बनने देगी।
410	hindi_panchtan	इसलिए बेहतर होगा कि तुम सबके प्रति दया और स्नेह का भाव रखो। राजकुमार को अपनी गलती का एहसास हो जाता है।
411	hindi_panchtan	और वह पूरी तरह बदल जाता है। राजा अपने बेटे के बदले हुए व्यवहार से बहुत खुश होते हैं।
412	hindi_panchtan	और साधु का तहे दिल से शुक्रिया अदा करते हैं।
413	hindi_panchtan	इस कहानी से हमें यह शिक्षा मिलती है कि बुरे स्वभाव से लोगों का दिल नहीं जीता जा सकता।
414	hindi_panchtan	बहुत समय पहले एक युधिष्ठिर नाम का कुम्हार था। वह एक नंबर का शराबी था।
415	hindi_panchtan	एक दिन शराब के नशे में वह घड़े से टकराकर नीचे गिर गया। और उसके सिर पर बहुत गहरी चोट लग गई।
416	hindi_panchtan	कुछ दिनों बाद घाव तो भर गया लेकिन उसका निशान रह गया। फिर कुछ समय बाद गाँव में अकाल पड़ा।
417	hindi_panchtan	और वह नौकरी की तलाश में राजा के पास पहुँचा। राजा ने युधिष्ठिर के माते का निशान देखकर सोचा।
418	hindi_panchtan	कि यह कोई योद्धा लगता है। इसलिए इसे ही सेनापति बनाना चाहिए। राजा ने उससे पूछा कि यह निशान किस युद्ध का है?
419	hindi_panchtan	कुम्हार ने सारा सच बता दिया कि यह निशान तो शराब के नशे में घड़े से टकराकर नीचे गिरने से हुआ था।
420	hindi_panchtan	यह सुनकर राजा ने उसे। बाहर निकालने का आदेश दे दिया। कुम्हार बहुत गिड़गिड़ाया कि उसे सेना में शामिल कर लिया जाए।
421	hindi_panchtan	लेकिन राजा ने उसकी एक ना सुनी और उसे राज्य से बाहर निकाल दिया।
422	hindi_panchtan	इस कहानी से हमें यह शिक्षा मिलती है कभी कभी सच बोलना भी हमारे लिए नुकसानदेह हो सकता है। राजकुमार और भालू।
423	hindi_panchtan	एक बार एक राजकुमार शिकार करने जंगल में पहुंचा। बहुत देर तक वह शिकार ढूंढता रहा। लेकिन उसे कुछ भी नहीं मिला।
424	hindi_panchtan	थक कर वह एक पेड़ के नीचे विश्राम करने लगा। तभी उसे शेर की दहाड़ सुनाई दी।
425	hindi_panchtan	तभी उसने देखा कि पेड़ की डाली पर एक भालू बैठा है।
426	hindi_panchtan	वह और ज़्यादा डर गया क्योंकि पास में भालू और नीचे शेर था। भालू ने राजकुमार से कहा, डरो मत!
427	hindi_panchtan	तुम मेरे अतिथि हो, मैं तुम्हें नहीं मारूंगा। शाम हो जाती है और राजकुमार पेड़ पर ही सो जाता है।
428	hindi_panchtan	भालू अपना सहारा देकर राजकुमार को सोने में मदद करता है। शेर भालू से कहता है कि यह मानव हमारे दुश्मन हैं।
429	hindi_panchtan	यह हमारा शिकार करते हैं। ये मेरे अतिथि हैं मैं इसे धक्का नहीं दे सकता।
430	hindi_panchtan	सुबह जब राजकुमार की नींद खुलती है, तो वह देखता है कि उसके पास भालू सोया हुआ है। शेर राजकुमार से कहता है,।
431	hindi_panchtan	यह भालू मेरे जाने के बाद तुम्हें खा जाएगा। यह झूठी हमदर्दी दिखा रहा है।
432	hindi_panchtan	अगर तुम इस भालू को नीचे धक्का दे दोगे तो मैं तुम्हें जाने दूंगा। राजकुमार शेर की बातों में आकर।
433	hindi_panchtan	भालू को नीचे धकेल देता है। लेकिन भालू किसी तरह पेड़ की डाली को पकड़ लेता है और खुद को बचा लेता है।
434	hindi_panchtan	भालू गुस्से में राजकुमार से कहता है,। अरे, तुम इंसानों से तो हम जानवर ही अच्छे हैं।
435	hindi_panchtan	इस कहानी से हमें यह शिक्षा मिलती है कि जानवर भी प्यारे और समझदार होते हैं। इसलिए उनसे प्यार से पेश आना चाहिए।
436	hindi_panchtan	हाथी ने लिया अपना बदला। बहुत समय पहले की बात है। एक कस्बे में एक धार्मिक प्रवृत्ति का हाथी रहता था।
437	hindi_panchtan	वह रोज मंदिर के सामने पूजा किया करता था। वह सबसे प्यार करता था।
438	hindi_panchtan	हाथी के इसी स्वभाव के कारण सभी लोग उसे बहुत प्यार करते थे।
439	hindi_panchtan	मंदिर तक पहुँचने के लिए उसे बाज़ार के रास्ते से गुज़रना पड़ता था।
440	hindi_panchtan	बाजार में फूल वाला उसे रोज गेंदे के फूल की माला देता था। और फल वाला उसे फल देता था।
441	hindi_panchtan	हाथी उनका आभार प्रकट करके आगे बढ़ जाता था। एक दिन फूल वाले के मन में हाथी से मज़ाक करने की सूझी।
442	hindi_panchtan	अगले दिन जब हाथी फूल वाले की दुकान पर पहुंचा तो उसने माला देने की बजाय हाथी की सूंड में सुई चुभा दी।
443	hindi_panchtan	हाथी को बहुत दर्द हुआ और उसे बहुत गुस्सा भी आया।
444	hindi_panchtan	अगले दिन हाथी मंदिर जाने की बजाए गंदे तालाब के पास पहुंचा और अपनी सूंड में गंदा पानी भरकर फूल वाले के पास पहुंचा।
445	hindi_panchtan	उसने फूल वाले पर और सभी फूलों पर गंदा पानी डाल दिया। सभी फूल और मालाएं गंदी हो गईं।
446	hindi_panchtan	और फूल वाले का भारी नुकसान हुआ। फूल वाले को अपने मजाक की बड़ी भारी कीमत चुकानी पड़ी।
447	hindi_panchtan	इस कहानी से हमें शिक्षा मिलती है। कि हमें सोच समझ कर मजाक करना चाहिए, अगले वाले को बुरा लग सकता है।
448	hindi_panchtan	धनी मोहन और निर्धन सोहन। एक गाँव में सोहन और मोहन नाम के दो मित्र थे।
449	hindi_panchtan	मोहन एक धनी सुनार था जबकि सोहन निर्धन था।
450	hindi_panchtan	एक बार सोहन ने अपनी बेटी की शादी के लिए मोहन से ₹5000 के कुछ ज़ेवर खरीदे।
451	hindi_panchtan	सोहन ने मोहन से वादा किया कि वह छह महीने में सारे पैसे चुका देगा। लेकिन मोहन की नियत में खोट थी।
452	hindi_panchtan	इसलिए वह कुछ दिनों बाद ही सोहन से पैसे मांगने लगा।
453	hindi_panchtan	और कहने लगा कि यदि उसके पास पैसे नहीं हैं तो वह न्यायालय में दस्तावेज़ों पर दस्तखत कर अपना घर, ज़मीन और जायदाद गिरवी रख दे।
454	hindi_panchtan	सोहन मोहन से विनती करने लगा और कहने लगा कि उसने तो छह महीने का वक्त दिया था तो अब इतनी जल्दी क्यों कर रहा है?
455	hindi_panchtan	लेकिन मोहन नहीं माना और न्यायालय चलने को कहने लगा।
456	hindi_panchtan	सोहन मोहन से बोला कि उसके पास न्यायालय चलने के लिए ना ही घोड़ा है ना ही कपड़े और ना ही जूते।
457	hindi_panchtan	मोहन ने सोहन को अपने कपड़े, जूते और घोड़ा दे दिया।
458	hindi_panchtan	न्यायालय में सोहन न्यायाधीश से बोला कि वह मोहन से कुछ पूछना चाहता है।
459	hindi_panchtan	न्यायाधीश के आदेश पर उसने मोहन से पूछा कि जो कपड़े उसने पहने हैं, जो जूते उसने पहने हैं, वो किसके हैं?
460	hindi_panchtan	फिर सोहन ने पूछा कि घोड़ा किसका है? तो मोहन चिल्लाते हुए बोला, मेरा है और किसका है?
461	hindi_panchtan	सोहन न्यायाधीश से बोला कि अब आप समझ सकते हैं कि मोहन की मानसिक स्थिति कैसी है।
462	hindi_panchtan	वह मेरी सभी चीज़ों को अपना समझता है। न्यायाधीश हंसने लगे और मामले को वहीं रफा दफा कर दिया।
